text,label,label_text
when going to the atm to take out some cash today my withdrawal was declined. i need to fix this problem as soon as possible. whats going on?,26,declined_cash_withdrawal
can i unblock my pin using the app?,49,pin_blocked
do you convert to euro?,36,fiat_currency_support
i thought it was free to make a withdrawal. so how much does it cost now?,19,cash_withdrawal_charge
"hello i made a bank account transfer from the uk. the transfer was a couple hours ago, nothing has shown up yet. can you check to see if everything okay. please.",5,balance_not_updated_after_bank_transfer
can i add money to my account with cash?,58,top_up_by_cash_or_cheque
looks like my top up failed.,59,top_up_failed
how do i go about getting hold of a virtual card?,40,getting_virtual_card
"my card got blocked, how do i reset?",49,pin_blocked
why was my atm withdrawl declined,26,declined_cash_withdrawal
how to order a virtual card,40,getting_virtual_card
is it possible to exchange currencies using the app?,33,exchange_via_app
there is a debit transaction on my statement that i did not make,28,direct_debit_payment_not_recognised
why i'm i being charged an extra pound,34,extra_charge_on_statement
what is the refund procedure?,52,request_refund
what's the reason my new card hasn't come?,11,card_arrival
mastercard is my preferred company.,73,visa_or_mastercard
i would like to receive my salary in a different currency. how does that work?,50,receiving_money
can both a visa and mastercard be received from you?,73,visa_or_mastercard
can i exchange usd for gbp in your app?,33,exchange_via_app
"i have a disposable card, how many transactions can i make?",29,disposable_card_limits
i am on vacation in spain and need to change my pin.,21,change_pin
a fee shouldn't apply to me if my card was stolen.,41,lost_or_stolen_card
my cash withdrawl has the wrong rate of exchange.,76,wrong_exchange_rate_for_cash_withdrawal
the money that i have transferred hasn't arrived yet.,5,balance_not_updated_after_bank_transfer
it won't let me activate my card.,0,activate_my_card
why is there a verification to identity,74,why_verify_identity
at what places accept my card?,10,card_acceptance
how long does it take for a top up to go through,47,pending_top_up
$1 charge in transaction.,34,extra_charge_on_statement
why do you need verification for my identity?,74,why_verify_identity
someone took my card without permission,41,lost_or_stolen_card
how long does it take to make an urgent transfer from china?,67,transfer_timing
some cash withdrawal that i didn't make showed up in the app.,20,cash_withdrawal_not_recognised
how and where can i find the identity checks?,69,verify_my_identity
what is not accepted in order for me to top up my account?,58,top_up_by_cash_or_cheque
"my phone was stolen, help!",42,lost_or_stolen_phone
what is the delivery time for us?,12,card_delivery_estimate
why is there a payment i didn't do?,16,card_payment_not_recognised
my card is not working when i try to use it.,14,card_not_working
what cards and currencies are accepted?,54,supported_cards_and_currencies
"a 500 pound cash withdrawal was just made from my account, but i didn't make it. i am pretty sure my card has been compromised - can you help me?",20,cash_withdrawal_not_recognised
i'm confused ass to why my contactless is not working.,23,contactless_not_working
there is an urgent transfer i need to make from china. how long will it take to get it processed?,67,transfer_timing
how soon do cards arrive after i order them?,12,card_delivery_estimate
why was my cash withdrawal cancelled at the atm?,26,declined_cash_withdrawal
i need help with understanding why my card is not working.,14,card_not_working
the amount of cash i received was not the full amount,75,wrong_amount_of_cash_received
where can i verify my identity?,69,verify_my_identity
can i directly deposit my salary to this account?,50,receiving_money
how long does it take for a refund to appear?,51,Refund_not_showing_up
i need a new card because the atm took mine.,18,card_swallowed
i need to change my data.,30,edit_personal_details
i want to make an online purchase but i don't want to use my credit card. can you tell me how a disposable virtual card works and where i can apply for one?,37,get_disposable_virtual_card
what atms can i use my card at?,3,atm_support
is there any type of fee for currency exchange?,31,exchange_charge
i made a transfer but my balance hasn't been updated,5,balance_not_updated_after_bank_transfer
what is the first step i need to make for being able to access my account?,74,why_verify_identity
i just realized i made the wrong transaction yesterday. would you please make it correct?i need it by tomorrow.,8,cancel_transfer
my virtual card was rejected for a car rental. why?,72,virtual_card_not_working
"is there something wrong with my top up i did an hour ago? it's still pending. i need that money, i cant afford to wait or have it come back to me.",47,pending_top_up
i left my phone at the hotel.,42,lost_or_stolen_phone
why is the cash not showing in my account for the check i deposited?,6,balance_not_updated_after_cheque_or_cash_deposit
please help me find my top-up verification code,71,verify_top_up
what different currencies can i get?,33,exchange_via_app
is there a reason my top-up has been cancelled?,61,top_up_reverted
"hi, yesterdays i was unable to do online shopping as it was getting declined. today i am facing the same issue. please help me in this respect.",27,declined_transfer
i didn't enjoy my tutor session and want a refund back. how do i go about doing this?,52,request_refund
"so, i was under the impression that you have an offer for crypto top up. this doesn't seem to be working. now, the money has just disappeared from my account. what is the deal?",61,top_up_reverted
why do i need to verify my account?,74,why_verify_identity
i'm looking to get an additional card.,39,getting_spare_card
i think my card payment was reverted,53,reverted_card_payment?
how do i change my identity?,69,verify_my_identity
i require verification for my source of funds.,70,verify_source_of_funds
when will my new card be delivered?,11,card_arrival
i would like to track the card you sent to me.,11,card_arrival
will you assess me more fees if i top up with an international card?,57,top_up_by_card_charge
i didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before. what exactly are the fees?,19,cash_withdrawal_charge
do i have to pay for a second card?,39,getting_spare_card
does it cost much or take long to get a new card? mine is about to expire.,9,card_about_to_expire
can i top up with check?,58,top_up_by_cash_or_cheque
i took out some cash from the atm but it is still showing the transaction is pending.,46,pending_cash_withdrawal
how many different currencies can i have my money in?,36,fiat_currency_support
what documents are required for proof of identity?,69,verify_my_identity
how can i receive verification for the source of my funds?,70,verify_source_of_funds
are there any fiat currencies that you will not work with?,36,fiat_currency_support
how do i go about verifying the top-up card?,71,verify_top_up
"the atm will not let me get cash, why?",26,declined_cash_withdrawal
what limits are the to top-ups?,60,top_up_limits
do you provide cards to people not in the uk?,24,country_support
what are the top-up fees for my card?,57,top_up_by_card_charge
i can't get my virtual card to work at all,72,virtual_card_not_working
is there a limit for top up?,60,top_up_limits
who do i make a check out to if i want to top off my account?,58,top_up_by_cash_or_cheque
i would like to know what the restrictions are for the disposable cards.,29,disposable_card_limits
"if i was travelling abroad, would i be able to hold currencies in euros?",36,fiat_currency_support
"hey, i have my card, how do i get it to show in the app?",13,card_linking
"my cash withdrawal is showing as pending, why?",46,pending_cash_withdrawal
i requested a refund but can't see it.,51,Refund_not_showing_up
"i need to transfer money into my account, how?",65,transfer_into_account
my first choice would be mastercard.,73,visa_or_mastercard
i want to get a card but i live in the us,24,country_support
how do i transfer funds directly from my credit card?,62,topping_up_by_card
can i transfer my salary if its in gbp?,50,receiving_money
what would cause a transfer failure?,35,failed_transfer
"i used my card to top up, but now i don't see the money in my account.",62,topping_up_by_card
i already have an account. why can't i use it unless my identity is verified?,74,why_verify_identity
i need to verify my funds.,70,verify_source_of_funds
"there seems to be an additional charge of £1 on my statement, what is the reason for this?",34,extra_charge_on_statement
my money disappeared right when i tried to top up,62,topping_up_by_card
my cash withdrawal shows as pending still.,46,pending_cash_withdrawal
i tried to transfer money but it didn't go through,35,failed_transfer
where can i use this card?,10,card_acceptance
what fee will be charged for exchanges?,31,exchange_charge
how long to uk transfers usually take? i made a transfer but it didn't pop up in my history yet. i just want to make sure it went through.,5,balance_not_updated_after_bank_transfer
i am not recognized by the app.,68,unable_to_verify_identity
how can i top up with apple pay?,2,apple_pay_or_google_pay
i should not have been charged a fee for cash withdrawal.,19,cash_withdrawal_charge
i haven't received my order and want a refund,52,request_refund
how do i get refills to my card when i'm traveling?,4,automatic_top_up
"i have to transfer money over to my mother, and i have tried numerous times and all that keeps happening is error messages.",7,beneficiary_not_allowed
my cash deposit isn't in my account. what happened?,6,balance_not_updated_after_cheque_or_cash_deposit
looks like my card payment was cancelled.,53,reverted_card_payment?
"i need a refund and cancel a transaction on an item i purchased and i need it as soon as possible, please!",52,request_refund
how much does a transfer cost?,56,top_up_by_bank_transfer_charge
i noticed a different charge while i was taking my money out.,19,cash_withdrawal_charge
why am i being charged to make cash withdrawals? i thought they were supposed to be free!,19,cash_withdrawal_charge
i don't see the transaction i made to a friend on my account.,66,transfer_not_received_by_recipient
i was the victim of someone stealing my wallet. my card is being used and it isn't me. what should i do?,20,cash_withdrawal_not_recognised
why do you have an identity check?,74,why_verify_identity
does transferring money have a fee?,64,transfer_fee_charged
are there virtual disposable cards?,37,get_disposable_virtual_card
why does top-up require verification?,71,verify_top_up
"i made a transfer and according to the receiver ""they haven't received the right amount"" its lesser than it should be.now i have to transfer more money to make up for the missing amount . can you please help me about this,what should be done",64,transfer_fee_charged
why wasn't my contactless accepted at the metro?,23,contactless_not_working
i need to order a new card.,43,order_physical_card
do i have to verify the top-up?,71,verify_top_up
my card was stolen,41,lost_or_stolen_card
why has my top-up been returned to my account?,61,top_up_reverted
why hasn't my card arrived yet?,11,card_arrival
someone took my card without my permission.,41,lost_or_stolen_card
what do you charge to top up us cards?,57,top_up_by_card_charge
where is an atm?,3,atm_support
i think that somebody is utilizing my card without my authorization!,22,compromised_card
"do i need to select a preference to receive my salary payments in gbp and, if so, where?",50,receiving_money
my app was on the phone and i was mugged. what do i do?,42,lost_or_stolen_phone
after looking at the app i noticed a couple of payments i know i did not make. is it possible someone has accessed my card? what is actually going on?,16,card_payment_not_recognised
i am looking to transfer some money from my other bank account into this one.,65,transfer_into_account
can i make a contactless payments?,23,contactless_not_working
hello. can you help figure out why the recent transfer from my uk bank account isn't showing up?,5,balance_not_updated_after_bank_transfer
why wouldn't my contactless work for the metro?,23,contactless_not_working
is there a transaction limit for a disposable card?,29,disposable_card_limits
the cheque i deposited isn't showing in my account,6,balance_not_updated_after_cheque_or_cash_deposit
can i use my apple watch to top up?,2,apple_pay_or_google_pay
why is this not letting me exchange crypto? i need help making this transaction go through.,7,beneficiary_not_allowed
how do i know what exchange rate i will get?,32,exchange_rate
does it cost anyting to get my own card?,43,order_physical_card
i can't do any business with this virtual card.,72,virtual_card_not_working
what should i do if someone stole my phone?,42,lost_or_stolen_phone
why is my cash deposit not in my account?,6,balance_not_updated_after_cheque_or_cash_deposit
"i might be paranoid, but someone may be using my card.",22,compromised_card
can i get an actual card,43,order_physical_card
what is the maximum times i can auto top-up?,4,automatic_top_up
i need to top up using a cheque,58,top_up_by_cash_or_cheque
can i have a third card?,39,getting_spare_card
when will the transaction go through?,45,pending_card_payment
if i am running low on credit can i auto top up?,4,automatic_top_up
"i'm checking my statements and i saw a purchase from a couple weeks ago that i don't recall at all. not only that, but i don't even know the business that charged it. i'm not sure if i did it or not, but can we check it and see if we can trace it back to make certain?",28,direct_debit_payment_not_recognised
where do i need to go to change my pin?,21,change_pin
my credit card was declined for top-up. can you see if there is enough funds in my account?,59,top_up_failed
my cards were stolen,42,lost_or_stolen_phone
there is some odd 1£ charge that appears as pending on my statement. what's that about? pretty sure i haven't purchased anything for a pound there.,34,extra_charge_on_statement
how do i cancel a recent transfer?,8,cancel_transfer
how do i exchange currencies with this,33,exchange_via_app
do you offer any discounts for someone who exchanges currencies frequently?,31,exchange_charge
why did the atm eat my card?,18,card_swallowed
can you tell me how i would go about learning where my funds came from?,70,verify_source_of_funds
a payment in my account was made by someone i don't know,16,card_payment_not_recognised
when will my card come? i need it as soon as possible!,12,card_delivery_estimate
"i am seeing unathorized transactions in the app, on my account.",20,cash_withdrawal_not_recognised
what does it cost to receive a sepa transfer?,56,top_up_by_bank_transfer_charge
how do i go about getting an actual card?,43,order_physical_card
i was unable to transfer money from my account.,35,failed_transfer
how do i top up by card?,62,topping_up_by_card
can i add a card that i just found (again) to the app?,13,card_linking
is there a number to call to get my pin unblocked?,49,pin_blocked
why did withdrawing money cost me extra?,19,cash_withdrawal_charge
what is the verification process for a top up card?,71,verify_top_up
"i requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money. i don't know what's going on, or why the money is getting into my account--could you please help?",51,Refund_not_showing_up
how do i get a new card as your machine swallowed mine!,18,card_swallowed
"can i add other people to my account, so they can top up?",62,topping_up_by_card
i have a card payment which shows as pending,45,pending_card_payment
i am trying to transfer money and something is going wrong.,35,failed_transfer
the terminal i paid at wouldn't take my card. is something wrong?,23,contactless_not_working
can i receive payment in another currency?,50,receiving_money
"there is a pending transaction on my account, what does this mean?",45,pending_card_payment
what currencies do you accept to add money?,54,supported_cards_and_currencies
how come my transfer got declined,27,declined_transfer
why isn't my balance updating after depositing cheques and cash.,6,balance_not_updated_after_cheque_or_cash_deposit
where can i update my pin number?,21,change_pin
do you know how i can verify that i did a top-up to my card?,71,verify_top_up
how can i change my information?,30,edit_personal_details
what steps do i need to take for the identity checking process?,69,verify_my_identity
i had to pay a fee when buying items with my card.,15,card_payment_fee_charged
i need to cancel my recent transfer quickly since i made a mistake. please help before it goes through.,8,cancel_transfer
why is my check still not showing up on my account? it's been a week already,6,balance_not_updated_after_cheque_or_cash_deposit
i'm not sure what i need to verify my identity.,69,verify_my_identity
how can i top up my account with a cheque?,58,top_up_by_cash_or_cheque
there is a payment made with my card that i don't recognize at all.,16,card_payment_not_recognised
what is my money worth in other countries?,32,exchange_rate
are my contactless settings correct? i tried to use it today but it wasn't working.,23,contactless_not_working
"i transferred money from the us, how long does it take?",67,transfer_timing
how long will it take for my transfer to arrive?,66,transfer_not_received_by_recipient
can i cancel this purchase?,52,request_refund
"after i got my cash, i found out my exchange rate was wrong.",76,wrong_exchange_rate_for_cash_withdrawal
how do i avoid charges in the future,15,card_payment_fee_charged
there is an extra 1£ charge on my app. why did you charge me extra?,34,extra_charge_on_statement
i still haven't gotten my new card. when will it get here?,11,card_arrival
why am i being charged a hidden fee?,15,card_payment_fee_charged
why am i being charged for the same thing twice?,63,transaction_charged_twice
i'm still waiting on my identity verification.,68,unable_to_verify_identity
is it possible to get a visa and mastercard from you?,73,visa_or_mastercard
"my friend wants to send me money, can she?",50,receiving_money
what are the additional charges for a swift transfer?,56,top_up_by_bank_transfer_charge
i need to make my card pin a different number,21,change_pin
how can i add money to my account from another account i have?,65,transfer_into_account
i want to link my new card. can you help?,13,card_linking
"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?",46,pending_cash_withdrawal
"i have a us credit card, will you accept it?",54,supported_cards_and_currencies
why did my payment not go through why did it cancel?,53,reverted_card_payment?
when will my cheque be processed?,6,balance_not_updated_after_cheque_or_cash_deposit
how can i exchange currencies in the app?,33,exchange_via_app
what's my limit for topping up?,60,top_up_limits
what are the currencies and cards that are supported with my account?,54,supported_cards_and_currencies
i need to cancel a transaction.,8,cancel_transfer
how do i top up on my card?,62,topping_up_by_card
how long do transfers take to go though,5,balance_not_updated_after_bank_transfer
i think a fee was applied for paying with a card.,15,card_payment_fee_charged
i don't have the device i used to log onto the platform so i can't access it.,42,lost_or_stolen_phone
i happened to forget my passcode,44,passcode_forgotten
can i give a second card for this account to my daughter?,39,getting_spare_card
can i see my available money?,70,verify_source_of_funds
how do i edit my details?,30,edit_personal_details
what currencies do you accept for adding money?,54,supported_cards_and_currencies
i'd like to get another card,39,getting_spare_card
how old do my kids need to be to use your service?,1,age_limit
why would my top up be reverted?,61,top_up_reverted
"my bank app said that i got cash from an atm, but that's a mistake.",20,cash_withdrawal_not_recognised
is there a fee for topping off by transfer?,56,top_up_by_bank_transfer_charge
currently i can't get my card to work.,14,card_not_working
"help me please, i need to top up cash.",58,top_up_by_cash_or_cheque
my transfer is pending too long.,5,balance_not_updated_after_bank_transfer
this isn't fair! i thought transfers could be made for free. i just made a purchase online from abroad and now see some strange fee that i've never seen before.,64,transfer_fee_charged
why did i get a different card then requested?,73,visa_or_mastercard
i would like to dispute a payment i didnt make,28,direct_debit_payment_not_recognised
what do i do if i already had a card with you guys?,13,card_linking
"i need to get a card, how do i do that?",43,order_physical_card
can you help me process a refund?,52,request_refund
verify top-up card help?,71,verify_top_up
i went to do a transfer and it was declined.,27,declined_transfer
my card was refused,25,declined_card_payment
"there's a problem - i bought something about a week or two ago but just today the payment somehow came back into my account! i already received the item though, what's going on here?",53,reverted_card_payment?
i noticed the currency exchange rate was incorrect after paying for something in a foreign country.,17,card_payment_wrong_exchange_rate
do you know which businesses will accept my card?,10,card_acceptance
is there a possibility to open an account for my sons and daughters?,1,age_limit
why do you need so much information about me,74,why_verify_identity
how do i cancel my account,55,terminate_account
there are some card payments that i haven't done myself. what is going on with my card and does somebody else have access to my card?,16,card_payment_not_recognised
how would i use a bank transfer for topping my account?,65,transfer_into_account
is there a reason why there is an extra £1 charge on my account?,34,extra_charge_on_statement
my card has been lost / stolen,41,lost_or_stolen_card
why can't i make multiple payments with my virtual card?,72,virtual_card_not_working
two days ago i did a transfer to another account within the country. it doesn't appear the transfer went through. i have verified the account number several times. could you please check on this for me?,66,transfer_not_received_by_recipient
i see a direct debit that i didn't authorize,28,direct_debit_payment_not_recognised
"hello, is there any way to double check my card? i have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",26,declined_cash_withdrawal
why was i charged extra using my card?,15,card_payment_fee_charged
my refund is still pending,51,Refund_not_showing_up
are there any discounts for frequent currency exchanges?,31,exchange_charge
how do i transfer money from my bank account?,65,transfer_into_account
why do you keep declining my transfers? it's always been working really well so far but when i tried to buy something just now the card got declined . i tried couple of times already but same thing is happening .,27,declined_transfer
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",66,transfer_not_received_by_recipient
what are my payment options?,54,supported_cards_and_currencies
what is the dollar that i have pending on my statement there?,34,extra_charge_on_statement
i dont have identification,68,unable_to_verify_identity
how do i get this damn virtual card to work?,72,virtual_card_not_working
what happens if i deposit a cheque accidentally?,6,balance_not_updated_after_cheque_or_cash_deposit
i'd like like to know where i can order a virtual card?,40,getting_virtual_card
"if i want to send out more cards, do you charge extra for that?",39,getting_spare_card
"i haven't received my virtual card yet, do yo know why?",40,getting_virtual_card
i tried paying with my disposable virtual card earlier but it was rejected. what can i do to fix this?,72,virtual_card_not_working
i have a new email.,30,edit_personal_details
what is the price for a physical card?,43,order_physical_card
how do i add a card on to the app?,13,card_linking
"i saw on the app that a cash withdrawal was completed on my account; however, i did not complete it.",20,cash_withdrawal_not_recognised
"hello, i noticed there is a payment from my card to a business that i am not familiar with. i definitely did not make this payment.",16,card_payment_not_recognised
my card doesn't seem to work.,14,card_not_working
i want to apply for a visa card.,73,visa_or_mastercard
i didnt put that money in my account,20,cash_withdrawal_not_recognised
where can i see where funds came from?,70,verify_source_of_funds
"can i get money in my home currency at some atm? i'm on holiday and am a bit concerned because i don't have any cash with me, it is possible to withdraw here already without any additional cost?",76,wrong_exchange_rate_for_cash_withdrawal
how can receive a physical card,43,order_physical_card
what all is needed for the identity verification?,69,verify_my_identity
"if i ordered my new card last week, how much longer should i wait to receive it?",11,card_arrival
how long does it take to receive my card?,12,card_delivery_estimate
how do i open an account for my children?,1,age_limit
how can my friend give me money?,50,receiving_money
for what reason must i authenticate the top up?,71,verify_top_up
i don't recognize this payment at all! help!,16,card_payment_not_recognised
i want my card i just received to show up in the app. how do i do that?,13,card_linking
"i could not get a top-up to work, why?",59,top_up_failed
can i exchange usd and gbp from the app?,33,exchange_via_app
how do i get another card,39,getting_spare_card
it looks like a payment i've made hasn't made it through yet.,45,pending_card_payment
there is a payment that is not mine in the app.,16,card_payment_not_recognised
which documents do i need for this identity check?,69,verify_my_identity
i think that the card is stolen. what are my next steps?,41,lost_or_stolen_card
is it free to exchange currency?,31,exchange_charge
can i get a card even though i live in the us,24,country_support
is it possible to get a real card?,43,order_physical_card
i don't understand why i was charged an additional fee for this service. can you clarify?,15,card_payment_fee_charged
can you tell me where to find top up by cash deposit?,58,top_up_by_cash_or_cheque
i cannot get my disposable virtual card to work,72,virtual_card_not_working
how can i reset my passcode?,44,passcode_forgotten
can i get my card fast tracked?,12,card_delivery_estimate
i received a transfer in gbp how do i change it to a different currency?,50,receiving_money
i need to verify the source of funds.,70,verify_source_of_funds
i have questions about how to transfer money to my account.,65,transfer_into_account
what can i use to verify my identity?,69,verify_my_identity
is there a list of where i can use my card?,10,card_acceptance
i was not distributed all of cash that i requested,75,wrong_amount_of_cash_received
where do you have locations at,24,country_support
card payment still pending.,45,pending_card_payment
i thought transfers were free of charge. i bought something abroad and got charged a ridiculous fee. how do i get this problem fixed.,64,transfer_fee_charged
how much can i top up on my card?,60,top_up_limits
what steps do i have to take to change my pin?,21,change_pin
the app won't identify me.,68,unable_to_verify_identity
"if my funds are running low, will the app top up automatically?",4,automatic_top_up
what are the age requirements for service?,1,age_limit
is it normal to be charged an extra fee when paying with my card?,15,card_payment_fee_charged
how do i reactivate my card?,13,card_linking
how long does it take for a payment to change from pending?,45,pending_card_payment
what is minimum age for an account?,1,age_limit
"hi, i have transferred money but beneficiary's account is credited with less amount. now i have transfer the difference of the amount. i think there is some issue, could you please look into this.",64,transfer_fee_charged
can you make exchanges with the eur?,36,fiat_currency_support
can i change my pin on holiday?,21,change_pin
why is my card payment pending?,45,pending_card_payment
how old does my daughter need to be to have her own account?,1,age_limit
the exchange rate used on your app is really bad. i'm considering closing my account because of it.,17,card_payment_wrong_exchange_rate
where do i go to receive a virtual card,40,getting_virtual_card
what was the $1 charge for on my statement?,34,extra_charge_on_statement
will i be charged for topping up?,57,top_up_by_card_charge
i was overcharged a pound.,34,extra_charge_on_statement
"i was blocked by using the wrong pin too many times, can you help me?",49,pin_blocked
i answered so many questions about my identity. why do you need this info?,74,why_verify_identity
"i attempted to top up using my card, but now the money just disappeared?",62,topping_up_by_card
why was i charged a small amount,34,extra_charge_on_statement
why is my identity not being verified?,68,unable_to_verify_identity
what steps do you take to check identity,69,verify_my_identity
i forgot my pin and now it is blocked.,49,pin_blocked
"how to delete account, not happy",55,terminate_account
what is the estimated wait time for transfers from the us?,67,transfer_timing
what should i do if i want to get another card for someone in my family?,39,getting_spare_card
my money didnt go through after i transferred.,7,beneficiary_not_allowed
"when exchanging currencies, is there an extra fee?",31,exchange_charge
what is your opinion on the exchange rate?,32,exchange_rate
is this open to residents of all countries?,24,country_support
why would a merchant revert a card payment?,53,reverted_card_payment?
is there a reason that my top-up is still pending?,47,pending_top_up
can i stop a transaction?,8,cancel_transfer
what if i need to use gbp instead of usd?,33,exchange_via_app
i'm not sure where this charge came from.,16,card_payment_not_recognised
why is the fee for taking money out so high? i feel i was overcharged and i would have never used this atm if i would have known ahead of time.,76,wrong_exchange_rate_for_cash_withdrawal
am i able to modify my account details?,30,edit_personal_details
i need to terminate my account.,55,terminate_account
what factors determine your exchange rate?,32,exchange_rate
why hasn't my transfer gone through,35,failed_transfer
why is there an identify check?,74,why_verify_identity
when can i expect the transfer to be complete?,67,transfer_timing
my cash withdrawal was short.,75,wrong_amount_of_cash_received
how can i hold and exchange fiat currencies?,36,fiat_currency_support
how can i locate the virtual card?,40,getting_virtual_card
why do i see extra charges for withdrawing my money?,19,cash_withdrawal_charge
i don't know how to verify my identity.,69,verify_my_identity
how do i withdraw money?,3,atm_support
is there a charge for cash withdrawals? i always thought it was free.,19,cash_withdrawal_charge
how can i find out where the funds are flow?,70,verify_source_of_funds
if i don't have all my documents can they still verify my identity?,69,verify_my_identity
exchange rate on a purchase was incorrect,17,card_payment_wrong_exchange_rate
how can i find out about an extra fee on my statement?,34,extra_charge_on_statement
how do i get unblocked?,49,pin_blocked
how can i use my credit card to transfer money?,62,topping_up_by_card
is it possible to hold money in multiple currencies?,36,fiat_currency_support
i have a fee and i don't know why,15,card_payment_fee_charged
can i use this card at any store?,10,card_acceptance
how do i change the details in my account?,30,edit_personal_details
my top up isnt there yet where do i find it,62,topping_up_by_card
"my top up has been pending for an hour already, and i really need this to go through as soon as possible. can you help?",47,pending_top_up
can you walk me through how i can edit some of my personal information?,30,edit_personal_details
i am waiting for the money to enter my account. how long does it take?,67,transfer_timing
how will i get my card?,12,card_delivery_estimate
i would like help to revert a transaction i did this morning,8,cancel_transfer
is my transfer pending?,48,pending_transfer
"i went for a meal in seattle and paid the bill but i think they charged me twice, the first time they swiped the card i got a notification to say the money had gone out the account but then i added a tip and i think they swiped it all again. can you refund one of the charges?",63,transaction_charged_twice
"i hate this atm, it charged me an extra fee, why did it charge?",19,cash_withdrawal_charge
the card pin?,38,get_physical_card
i tried transferring to an account but it won't let me.,7,beneficiary_not_allowed
do i have a visa card as an option?,73,visa_or_mastercard
i have an unusual payment in my statement,16,card_payment_not_recognised
how to order my card?,43,order_physical_card
this transfer incurred a fee that i don't think is right.,64,transfer_fee_charged
need a new passcode.,44,passcode_forgotten
i can't find the pin.,38,get_physical_card
what should i do to top up using my apple watch?,2,apple_pay_or_google_pay
does this program take swift transfers?,56,top_up_by_bank_transfer_charge
my contactless payments don't work.,23,contactless_not_working
"i reside in the us, but i want a card.",24,country_support
i must change my pin as soon as possible.,21,change_pin
what is needed for identity verification?,69,verify_my_identity
"something is wrong, my top-up is gone and i don't know what happened to my money.",61,top_up_reverted
please tell me where i can update my details since i moved.,30,edit_personal_details
is this app capable of exchanging currencies?,33,exchange_via_app
why can't my beneficiary access my account?,7,beneficiary_not_allowed
can you explain to me why a top-up would still be pending?,47,pending_top_up
i just made a top-up but it shows as pending! i use your service all the time and have never had a problem before. why does it keep showing up as pending?,47,pending_top_up
i was charged an extra fee for a card payment. i was unaware of these fees beforehand.,15,card_payment_fee_charged
i made an online purchase and the order has not shown up. give me my money back.,52,request_refund
what do i do if i believe to be a victim of credit card fraud?,22,compromised_card
what do i do if my disposable virtual card doesn't work?,72,virtual_card_not_working
i would like to request a card.,43,order_physical_card
why do transfers get declined?,27,declined_transfer
i tried to do a transfer and it's saying it declined.,27,declined_transfer
was my transaction reverted with my card?,53,reverted_card_payment?
how can disposable cards be used?,37,get_disposable_virtual_card
what is this witdrawal,20,cash_withdrawal_not_recognised
what do i do if i've been charged twice for the same transaction?,63,transaction_charged_twice
i was just needing to know why my card got declined,25,declined_card_payment
"i have my card, when whill my pin be available?",38,get_physical_card
what information do i need to gather in order to activate my card?,0,activate_my_card
"even though i added money ey to the card, i couldn't use it",47,pending_top_up
is my pin the same as my passcode,38,get_physical_card
i wish to top up using a cheque.,58,top_up_by_cash_or_cheque
how to i close my account?,55,terminate_account
i would like a virtual card...how do i get one?,40,getting_virtual_card
do you charge extra for duplicate cards?,39,getting_spare_card
"can i get a physical card for free, or is there a charge?",43,order_physical_card
can i top up my card with other cards?,54,supported_cards_and_currencies
i cannot see a refund in my account,51,Refund_not_showing_up
why did it cost money to transfer funds?,64,transfer_fee_charged
"i have obtained the salary in gbp, will it need to be configured?",50,receiving_money
i will need a new card because mine is almost expired. how fast do i get a replacement and what is the cost?,9,card_about_to_expire
i'd like to know how transferring my money into my account works.,65,transfer_into_account
there is a duplicate payment on my card. why?,63,transaction_charged_twice
my purchase from this morning still is pending.,45,pending_card_payment
i ordered a virtual card but it hasn't come through yet,40,getting_virtual_card
can you provide information for freezing my card immediately?,41,lost_or_stolen_card
i need to cancel a transfer i made.,8,cancel_transfer
any chance of getting the card outside the uk?,24,country_support
how do i exchange usd to gbp?,33,exchange_via_app
"so my top-up failed, could you tell me why?",59,top_up_failed
my card wants to be topped what do you guys support?,54,supported_cards_and_currencies
do i need to convert my currency from gbp before transferring?,50,receiving_money
why did the transfer fail when i attempted to do it earlier?,35,failed_transfer
a seller is stating that they haven't received money yet when the money has already deducted from my account.,53,reverted_card_payment?
can i top up my account with google pay?,2,apple_pay_or_google_pay
why wasn't my payment accepted by the app,53,reverted_card_payment?
there are a couple of payments with my card shown in the app that i really didn't make myself. what's going on with this?,16,card_payment_not_recognised
"my card payment has been declined, why?",25,declined_card_payment
which atm's can i use to make a withdrawal?,3,atm_support
can someone assist me with explaining how i can unblock my pin?,49,pin_blocked
where can i change my address?,30,edit_personal_details
what do i do if i think someone has used my card without permission? i can see a few transactions i don't recognize.,22,compromised_card
i am still waiting for a transfer to show,48,pending_transfer
why didnt my account allow a transfer,7,beneficiary_not_allowed
are there steps i need to take before my card expires?,9,card_about_to_expire
"how long do eu transfers take? i bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",48,pending_transfer
i haven't received my pin,38,get_physical_card
are there limits to businesses that will accept this card?,10,card_acceptance
can it specifically be delivered on a certain date?,12,card_delivery_estimate
why did the funds for one of my purchase come back to my account?,53,reverted_card_payment?
i tried to top up and suddenly my money disappeared,62,topping_up_by_card
